Section Distance [km];Depth;Fluorescence;Estimated-Measured Fluorescence
166.31163;148.84579;0.19480;-0.02670
166.31163;147.29800;0.20720;-0.03022
166.31163;145.83150;0.20450;-0.01966
166.31163;144.54201;0.21940;-0.02738
166.31163;143.39819;0.23550;-0.04041
166.31163;142.20171;0.21070;-0.01498
166.31163;140.71170;0.22470;-0.02795
166.34097;169.74980;0.05720;-0.00211
166.34097;167.89680;0.06630;-0.00579
166.34097;166.26950;0.07070;-0.00755
166.34097;164.69701;0.07480;-0.01000
166.34097;163.20570;0.07230;-0.00742
166.34097;161.81531;0.06820;-0.00295
166.34097;160.15759;0.08160;-0.01324
166.34097;158.59650;0.08200;-0.00590
166.34097;157.17740;0.11480;-0.02732
166.34097;155.94051;0.12320;-0.02509
166.34097;154.26550;0.14240;-0.01669
166.37031;191.83929;0.03690;0.00269
166.37031;189.87350;0.04720;-0.00190
166.37031;188.41521;0.04510;-0.00011
166.37031;186.96080;0.04620;-0.00182
166.37031;184.99220;0.04510;0.00032
166.37031;182.93520;0.04470;0.00175
166.37031;181.28571;0.05140;-0.00250
166.37031;179.82420;0.04820;0.00062
166.37031;178.11749;0.04130;0.00505
166.37031;176.11740;0.05260;-0.00296
166.37031;174.18610;0.05570;-0.00427
166.37031;172.63589;0.05250;-0.00051
166.37031;171.49139;0.05070;0.00265
166.39966;215.33580;0.03730;-10000000000.00000
166.39966;214.22050;0.04000;-10000000000.00000
166.39966;212.74240;0.03590;-10000000000.00000
166.39966;211.50670;0.03470;-10000000000.00000
166.39966;210.34669;0.03590;-10000000000.00000
166.39966;208.87170;0.03530;-10000000000.00000
166.39966;207.13570;0.03480;-10000000000.00000
166.39966;206.11560;0.03520;-10000000000.00000
166.39966;204.61810;0.03490;-10000000000.00000
166.39966;202.70000;0.03430;-10000000000.00000
166.39966;200.97820;0.03780;-10000000000.00000
166.39966;199.48779;0.03990;-0.00052
166.39966;197.78751;0.03690;0.00089
166.39966;195.98320;0.03730;0.00301
166.39966;194.03931;0.03870;0.00037
166.42900;230.94540;0.03560;-10000000000.00000
166.42900;230.33430;0.04570;-10000000000.00000
166.42900;229.41100;0.03960;-10000000000.00000
166.42900;228.82780;0.03380;-10000000000.00000
166.42900;228.20750;0.03430;-10000000000.00000
166.42900;228.03670;0.03210;-10000000000.00000
166.42900;227.25450;0.03380;-10000000000.00000
166.42900;226.27451;0.03500;-10000000000.00000
166.42900;225.84090;0.03380;-10000000000.00000
166.42900;225.57829;0.03270;-10000000000.00000
166.42900;224.83659;0.03250;-10000000000.00000
166.42900;223.79150;0.03210;-10000000000.00000
166.42900;222.69679;0.03580;-10000000000.00000
166.42900;222.03020;0.03310;-10000000000.00000
166.42900;221.41110;0.03650;-10000000000.00000
166.42900;220.43530;0.03920;-10000000000.00000
166.42900;219.51660;0.03500;-10000000000.00000
166.42900;218.71021;0.03390;-10000000000.00000
166.42900;217.72749;0.03490;-10000000000.00000
166.42900;216.45039;0.03280;-10000000000.00000
166.45834;233.49530;0.03640;-10000000000.00000
166.45834;234.19791;0.03590;-10000000000.00000
166.45834;235.11839;0.03710;-10000000000.00000
166.45834;236.18761;0.03870;-10000000000.00000
166.45834;236.77370;0.03550;-10000000000.00000
166.45834;236.94000;0.03290;-10000000000.00000
166.45834;237.19820;0.03620;-10000000000.00000
166.45834;237.68401;0.03790;-10000000000.00000
166.45834;237.89740;0.03650;-10000000000.00000
166.45834;237.38271;0.03460;-10000000000.00000
166.45834;237.39230;0.03410;-10000000000.00000
166.45834;237.36530;0.03670;-10000000000.00000
166.45834;237.07600;0.03700;-10000000000.00000
166.45834;237.03349;0.03830;-10000000000.00000
166.45834;236.56310;0.03700;-10000000000.00000
166.45834;235.61990;0.03400;-10000000000.00000
166.45834;235.21271;0.03560;-10000000000.00000
166.45834;234.50951;0.03790;-10000000000.00000
166.45834;233.57350;0.03590;-10000000000.00000
166.45834;232.83360;0.03430;-10000000000.00000
166.45834;232.03841;0.03340;-10000000000.00000
166.45834;231.49890;0.03480;-10000000000.00000
166.48768;218.03979;0.03550;-10000000000.00000
166.48768;219.81470;0.03440;-10000000000.00000
166.48768;221.43950;0.03560;-10000000000.00000
166.48768;222.99330;0.03170;-10000000000.00000
166.48768;224.45880;0.03660;-10000000000.00000
166.48768;225.84540;0.03670;-10000000000.00000
166.48768;227.38910;0.03380;-10000000000.00000
166.48768;228.68660;0.03580;-10000000000.00000
166.48768;230.15240;0.03340;-10000000000.00000
166.48768;231.43919;0.03730;-10000000000.00000
166.48768;232.62350;0.03690;-10000000000.00000
166.51702;204.28081;0.03650;-10000000000.00000
166.51702;206.24860;0.03380;-10000000000.00000
166.51702;207.79460;0.03460;-10000000000.00000
166.51702;209.27960;0.03500;-10000000000.00000
166.51702;211.00220;0.03360;-10000000000.00000
166.51702;213.05930;0.03550;-10000000000.00000
166.51702;214.93150;0.03640;-10000000000.00000
166.51702;216.55870;0.03560;-10000000000.00000
166.54636;193.45850;0.03660;0.00106
166.54636;194.74220;0.04110;-0.00097
166.54636;196.43170;0.04290;-0.00337
166.54636;197.81300;0.03670;0.00094
166.54636;199.26540;0.03950;-0.00050
166.54636;200.82370;0.03870;-10000000000.00000
166.54636;202.44971;0.03540;-10000000000.00000
166.57570;186.41409;0.04380;-0.00021
166.57570;187.58310;0.04080;0.00358
166.57570;188.56670;0.04470;-0.00008
166.57570;189.96570;0.04430;0.00040
166.57570;191.22400;0.04070;0.00055
166.57570;192.38730;0.03820;-0.00052
166.60505;180.29550;0.04520;0.00351
166.60505;181.34950;0.04930;-0.00077
166.60505;182.49690;0.04600;0.00043
166.60505;183.49310;0.04400;0.00195
166.60505;184.36490;0.04860;-0.00304
166.60505;185.45680;0.04180;0.00276
166.63439;175.69901;0.04850;0.00162
166.63439;176.55330;0.04650;0.00226
166.63439;177.36740;0.04990;-0.00251
166.63439;178.09039;0.04530;0.00090
166.63439;178.75490;0.04540;0.00071
166.63439;179.45470;0.05200;-0.00430
166.66373;171.48219;0.05310;0.00004
166.66373;172.27290;0.05560;-0.00320
166.66373;172.75690;0.05240;-0.00059
166.66373;173.36960;0.04580;0.00552
166.66373;174.06979;0.05160;-0.00022
166.66373;174.80450;0.04900;0.00209
166.69307;168.07710;0.05880;0.00031
166.69307;168.74319;0.05520;0.00141
166.69307;169.42340;0.05310;0.00176
166.69307;170.08440;0.05210;0.00197
166.69307;170.69540;0.05400;-0.00049
166.72241;164.77589;0.05610;0.00780
166.72241;165.50560;0.06390;-0.00061
166.72241;166.07510;0.05840;0.00416
166.72241;166.57510;0.06010;0.00180
166.72241;167.06860;0.05790;0.00331
166.72241;167.61110;0.06070;-0.00024
166.75175;162.41130;0.06290;0.00199
166.75175;163.00850;0.06090;0.00353
166.75175;163.33620;0.06300;0.00119
166.75175;163.60800;0.06190;0.00208
166.75175;164.09360;0.06080;0.00309
166.78110;159.83620;0.06790;0.00059
166.78110;160.31889;0.06170;0.00556
166.78110;160.73590;0.06210;0.00410
166.78110;161.20551;0.06150;0.00399
166.78110;161.73640;0.06760;-0.00237
166.81044;157.17210;0.07800;0.00704
166.81044;157.58749;0.07670;0.00487
166.81044;157.97920;0.07090;0.00739
166.81044;158.36160;0.07280;0.00256
166.81044;158.83749;0.06540;0.00755
166.81044;159.41370;0.06880;0.00122
166.83978;155.18170;0.09330;0.01328
166.83978;155.65620;0.08650;0.01155
166.83978;155.95621;0.09260;0.00283
166.83978;156.41200;0.09150;-0.00005
166.83978;156.76520;0.07560;0.01276
166.86912;152.48550;0.14180;0.00208
166.86912;153.05580;0.13490;0.00596
166.86912;153.71680;0.13330;-0.00174
166.86912;154.06520;0.12800;-0.00135
166.86912;154.27660;0.12760;-0.00393
166.86912;154.70860;0.11560;-0.00014
166.89846;149.57320;0.14730;0.01590
166.89846;150.19330;0.14390;0.01422
166.89846;150.93559;0.13850;0.01380
166.89846;151.42430;0.13910;0.00942
166.89846;151.81900;0.14160;0.00458
166.89846;152.12590;0.13990;0.00520
166.92780;146.02350;0.17360;0.01055
166.92780;146.50470;0.17620;0.00619
166.92780;147.14790;0.16820;0.01090
166.92780;148.00230;0.15850;0.01588
166.92780;148.61600;0.15890;0.01146
166.92780;149.09669;0.16100;0.00613
166.95714;142.73660;0.18130;0.01587
166.95714;143.44490;0.17740;0.01843
166.95714;144.21381;0.17670;0.01659
166.95714;144.97180;0.17380;0.01475
166.95714;145.60249;0.17870;0.00694
166.98649;139.79939;0.18110;0.01650
166.98649;140.55701;0.18850;0.01053
166.98649;141.20399;0.18990;0.00884
166.98649;141.73579;0.19830;0.00004
166.98649;142.16991;0.19030;0.00757
167.01583;136.35899;0.19720;0.00909
167.01583;136.83340;0.18440;0.02012
167.01583;137.32190;0.18240;0.02039
167.01583;137.91850;0.18590;0.01467
167.01583;138.61320;0.18080;0.01634
167.01583;139.22090;0.18360;0.01205
167.04517;132.90910;0.20290;0.02028
167.04517;133.59900;0.20690;0.01371
167.04517;134.24640;0.19730;0.02025
167.04517;134.96410;0.20160;0.01140
167.04517;135.73210;0.19570;0.01304
167.07451;129.58569;0.23170;0.01202
167.07451;130.36099;0.22440;0.01599
167.07451;130.96851;0.22980;0.00618
167.07451;131.53320;0.22700;0.00261
167.07451;132.19000;0.20510;0.01925
167.10385;125.66920;0.23660;0.02460
167.10385;126.44690;0.23030;0.02792
167.10385;127.19170;0.24900;0.00146
167.10385;127.81220;0.22890;0.01552
167.10385;128.64169;0.22440;0.01345
167.13319;120.79990;0.24730;0.03197
167.13319;121.71210;0.25060;0.02180
167.13319;122.40270;0.24180;0.02479
167.13319;123.22190;0.23970;0.02163
167.13319;124.02120;0.23750;0.02502
167.13319;124.93750;0.23410;0.02844
167.16254;116.42230;0.28480;0.03960
167.16254;117.34970;0.28920;0.02782
167.16254;118.16050;0.28050;0.02483
167.16254;118.96430;0.27190;0.01851
167.16254;119.85100;0.25000;0.03146
167.19188;112.19860;0.30420;0.05831
167.19188;113.02540;0.29600;0.05405
167.19188;113.77310;0.30700;0.03308
167.19188;114.55320;0.29650;0.03368
167.19188;115.46440;0.28650;0.03985
167.22122;108.12710;0.35500;0.03269
167.22122;108.77940;0.34170;0.04039
167.22122;109.34690;0.34580;0.03276
167.22122;110.21500;0.31900;0.05681
167.22122;111.14760;0.31630;0.05774
167.25056;104.59550;0.37710;0.04375
167.25056;105.00630;0.37930;0.03543
167.25056;105.81690;0.37210;0.03979
167.25056;106.65740;0.37410;0.03165
167.25056;107.49770;0.36800;0.02712
167.27990;101.80940;0.39970;0.02506
167.27990;102.28650;0.40000;0.02354
167.27990;103.01390;0.39400;0.02599
167.27990;103.76580;0.39500;0.02590
167.27990;104.26310;0.40620;0.01870
167.30924;98.65800;0.43610;0.00692
167.30924;98.99990;0.43290;0.00798
167.30924;99.51250;0.41210;0.03029
167.30924;100.03080;0.43610;0.00533
167.30924;100.79490;0.41150;0.02395
167.30924;101.42450;0.39900;0.02814
167.33858;96.47290;0.45440;0.03415
167.33858;96.78070;0.46080;0.02240
167.33858;97.21760;0.46370;0.01060
167.33858;97.76170;0.42050;0.03686
167.33858;98.28930;0.43250;0.01421
167.36793;95.00980;0.46100;0.03164
167.36793;95.18510;0.46120;0.02817
167.36793;95.44020;0.48810;-0.00195
167.36793;95.71400;0.47070;0.01752
167.36793;96.16310;0.46600;0.02563
167.39727;93.78710;0.49700;0.01885
167.39727;93.96090;0.49660;0.01588
167.39727;94.22500;0.52530;-0.01795
167.39727;94.42180;0.48370;0.01983
167.39727;94.72840;0.48730;0.01046
167.42661;92.46090;0.53390;0.01642
167.42661;92.68300;0.53090;0.01578
167.42661;92.99420;0.51100;0.02787
167.42661;93.23670;0.50270;0.02872
167.42661;93.56360;0.49300;0.02838
167.42661;93.70900;0.50720;0.01026
167.45595;91.25920;0.58700;0.00755
167.45595;91.51960;0.56150;0.01999
167.45595;91.74590;0.53810;0.03205
167.45595;91.95010;0.54090;0.01901
167.45595;92.17000;0.54670;0.00933
167.45595;92.24200;0.56460;-0.00978
167.48529;90.51740;0.62640;0.00445
167.48529;90.61320;0.63680;-0.01044
167.48529;90.74900;0.62810;-0.00810
167.48529;90.93890;0.62420;-0.01310
167.48529;91.07740;0.60080;0.00381
167.51463;89.75320;0.66290;-0.00159
167.51463;89.85440;0.67380;-0.01596
167.51463;89.75170;0.68630;-0.02494
167.51463;89.91970;0.67280;-0.01719
167.51463;90.24340;0.61270;0.03183
167.54398;88.94740;0.67780;-0.00729
167.54398;89.23730;0.66330;0.00888
167.54398;89.34740;0.69370;-0.02088
167.54398;89.41730;0.67060;0.00263
167.54398;89.51040;0.67440;-0.00371
167.57332;87.81820;0.66320;-0.00912
167.57332;88.09820;0.66120;-0.00163
167.57332;88.25070;0.69130;-0.02875
167.57332;88.46590;0.68930;-0.02254
167.57332;88.55740;0.68350;-0.01495
167.57332;88.75900;0.67480;-0.00445
167.60266;86.61310;0.64500;0.02450
167.60266;86.90140;0.65740;0.00279
167.60266;87.08150;0.65210;0.00582
167.60266;87.32040;0.66190;-0.00536
167.60266;87.53810;0.63690;0.01837
167.63200;85.32100;0.70940;0.00955
167.63200;85.49530;0.72070;-0.00883
167.63200;85.68560;0.69050;0.01364
167.63200;86.01880;0.67710;0.01350
167.63200;86.31470;0.69180;-0.01171
167.66134;83.92600;0.75270;0.02107
167.66134;84.13750;0.74310;0.02488
167.66134;84.27300;0.75040;0.01387
167.66134;84.62570;0.73210;0.02001
167.66134;85.01380;0.73550;-0.00146
167.69068;82.81400;0.74510;0.05029
167.69068;83.23490;0.74230;0.04622
167.69068;83.29310;0.75740;0.03014
167.69068;83.47430;0.77340;0.01108
167.69068;83.67250;0.74120;0.03993
167.72002;82.08970;0.77710;0.02798
167.72002;82.29000;0.76480;0.03770
167.72002;82.39580;0.76850;0.03264
167.72002;82.38090;0.78280;0.01853
167.72002;82.48530;0.75390;0.04609
167.74937;81.39170;0.81410;0.04188
167.74937;81.53670;0.84020;0.00504
167.74937;81.65580;0.82570;0.01073
167.74937;81.67950;0.84290;-0.00823
167.74937;81.82370;0.78530;0.03870
167.77871;80.67570;0.85420;0.01443
167.77871;80.86310;0.85360;0.01393
167.77871;80.97950;0.87080;-0.00395
167.77871;81.11600;0.84370;0.02236
167.77871;81.20580;0.84570;0.01983
167.80805;79.53620;0.90110;-0.01803
167.80805;79.67310;0.91290;-0.02750
167.80805;79.74060;0.88730;-0.00294
167.80805;79.89760;0.88790;-0.00652
167.80805;80.09890;0.87560;0.00196
167.80805;80.33290;0.86040;0.01272
167.83739;78.67890;0.86600;0.00338
167.83739;78.92060;0.88670;-0.01326
167.83739;79.19340;0.90670;-0.02870
167.83739;79.36410;0.88310;-0.00224
167.86673;77.85350;0.85950;0.00434
167.86673;77.99160;0.86760;-0.00576
167.86673;78.22370;0.84720;0.01522
167.86673;78.32920;0.85950;0.00472
167.86673;78.40380;0.86990;-0.00441
167.89607;76.39520;0.90170;-0.05391
167.89607;76.59520;0.87440;0.00872
167.89607;77.02080;0.86240;0.01389
167.89607;77.41560;0.86300;0.00722
167.89607;77.70440;0.84920;0.01711
167.92541;75.31410;0.42850;0.15195
167.92541;75.57810;0.48370;0.15186
167.92541;75.96880;0.82710;-0.09580
167.92541;76.21760;0.88070;-0.08158
167.92541;76.35860;0.89050;-0.05295
167.95476;74.21940;0.32660;0.05502
167.95476;74.31460;0.32800;0.06935
167.95476;74.45220;0.33980;0.08030
167.95476;74.82910;0.37550;0.10691
167.95476;75.13870;0.39780;0.14397
167.98410;72.94970;0.25590;0.09253
167.98410;73.25930;0.27060;0.11560
167.98410;73.58120;0.29510;0.10344
167.98410;73.90830;0.30450;0.08052
167.98410;74.13520;0.31430;0.06135
168.01344;72.22760;0.24790;0.01952
168.01344;72.36240;0.50910;-0.22828
168.01344;72.59710;0.24380;0.06036
168.01344;72.69940;0.24000;0.07550
168.01344;72.78770;0.24380;0.08235
168.04278;71.20020;0.24440;-0.00888
168.04278;71.45150;0.24320;-0.00949
168.04278;71.81190;0.25300;-0.02188
168.04278;72.03000;0.25740;-0.01134
168.04278;72.07680;0.24480;0.00587
168.07212;70.69910;0.25820;-0.00740
168.07212;70.95120;0.25060;-0.00997
168.07212;71.15480;0.25550;-0.02144
168.07212;71.31880;0.24430;-0.01137
168.07212;71.31450;0.24710;-0.01414
168.10146;69.87360;0.26550;-0.00605
168.10146;70.00710;0.26360;-0.00292
168.10146;70.23040;0.26480;-0.00205
168.10146;70.43100;0.26590;-0.00589
168.10146;70.58360;0.27030;-0.01649
168.13081;69.02400;0.25420;-0.01930
168.13081;69.29890;0.25790;-0.01252
168.13081;69.59460;0.26390;-0.00785
168.13081;69.73530;0.27150;-0.01430
168.13081;69.78220;0.28360;-0.02601
168.16015;68.22430;0.23520;-0.02187
168.16015;68.51110;0.24410;-0.02442
168.16015;68.62580;0.24810;-0.02588
168.16015;68.60080;0.24620;-0.02454
168.16015;68.69210;0.24870;-0.02502
168.18949;67.34640;0.20940;-0.01740
168.18949;67.53850;0.20290;-0.00631
168.18949;67.63140;0.21330;-0.01450
168.18949;67.71180;0.21520;-0.01448
168.18949;67.88900;0.21610;-0.01115
168.21883;66.35870;0.18390;-0.00329
168.21883;66.62830;0.18700;-0.00628
168.21883;66.84370;0.18510;-0.00123
168.21883;67.09570;0.19670;-0.00913
168.24817;65.26560;0.17790;0.00678
168.24817;65.69180;0.17570;0.00879
168.24817;65.95280;0.18620;-0.00306
168.24817;66.19720;0.17820;0.00313
168.24817;66.24680;0.18270;-0.00173
168.27751;64.22140;0.18130;0.00513
168.27751;64.48490;0.17930;0.00671
168.27751;64.92030;0.17230;0.01235
168.27751;65.01260;0.17190;0.01246
168.27751;65.11490;0.17710;0.00719
168.30685;63.22380;0.16930;0.01118
168.30685;63.49470;0.17320;0.00869
168.30685;63.85360;0.17840;0.00555
168.30685;63.92730;0.18250;0.00188
168.30685;63.94850;0.18280;0.00170
168.33620;62.41980;0.15860;0.01409
168.33620;62.51040;0.16000;0.01405
168.33620;62.58310;0.16880;0.00634
168.33620;62.62660;0.15910;0.01669
168.33620;62.81770;0.16680;0.01130
168.36554;61.41300;0.15460;0.00414
168.36554;61.66400;0.16260;-0.00064
168.36554;61.94250;0.16180;0.00373
168.36554;62.21290;0.16140;0.00801
168.39488;60.76100;0.15290;0.00041
168.39488;60.94840;0.14920;0.00537
168.39488;61.03460;0.15330;0.00185
168.39488;61.09360;0.14820;0.00735
168.39488;61.20070;0.15790;-0.00162
168.42422;59.97150;0.14320;0.00593
168.42422;60.22630;0.14890;0.00133
168.42422;60.32780;0.15110;-0.00043
168.42422;60.40300;0.15170;-0.00071
168.42422;60.61700;0.14930;0.00288
168.45356;59.66200;0.14320;0.00528
168.45356;59.88190;0.14550;0.00316
168.45356;60.09570;0.14370;0.00586
168.45356;60.03880;0.14400;0.00532
168.45356;59.86300;0.14550;0.00309
168.48290;58.98800;0.14670;0.00358
168.48290;59.24990;0.15240;-0.00274
168.48290;59.48580;0.14950;-0.00056
168.48290;59.50680;0.15670;-0.00783
168.48290;59.59370;0.14720;0.00141
168.51225;58.14440;0.14540;0.00239
168.51225;58.54220;0.14840;0.00023
168.51225;58.69360;0.14240;0.00676
168.51225;58.85160;0.14160;0.00811
168.51225;58.94860;0.14740;0.00265
168.54159;57.09660;0.13610;0.00708
168.54159;57.35680;0.14090;0.00537
168.54159;57.79050;0.14090;0.00710
168.54159;57.92950;0.14050;0.00738
168.54159;58.07360;0.14190;0.00585
168.57093;56.08180;0.12850;0.01175
168.57093;56.33510;0.13130;0.00860
168.57093;56.50790;0.13390;0.00575
168.57093;56.64460;0.13680;0.00266
168.57093;56.79990;0.13580;0.00377
168.60027;55.10500;0.13050;0.00319
168.60027;55.27680;0.13540;-0.00059
168.60027;55.43400;0.14260;-0.00664
168.60027;55.57140;0.13730;-0.00032
168.60027;55.81180;0.13280;0.00596
168.62961;53.79260;0.11350;0.01527
168.62961;53.99690;0.12200;0.00711
168.62961;54.29400;0.12310;0.00650
168.62961;54.44510;0.12660;0.00325
168.62961;54.76340;0.12340;0.00810
168.65895;52.77330;0.11520;0.00293
168.65895;52.94440;0.10810;0.01028
168.65895;53.07400;0.11020;0.00869
168.65895;53.27290;0.11260;0.00899
168.65895;53.63360;0.11440;0.01208
168.68829;51.67410;0.11280;0.00412
168.68829;51.77290;0.11020;0.00681
168.68829;51.89560;0.11390;0.00322
168.68829;52.19560;0.11170;0.00568
168.68829;52.56250;0.11650;0.00136
168.71764;50.41240;0.11700;-0.00010
168.71764;50.67650;0.11580;0.00223
168.71764;51.00600;0.11270;0.00545
168.71764;51.40950;0.11460;0.00260
168.74698;49.54020;0.10950;0.00196
168.74698;49.84690;0.11490;-0.00113
168.74698;50.14600;0.11490;0.00086
168.74698;50.38910;0.11020;0.00660
168.74698;50.45500;0.11580;0.00129
168.77632;48.76850;0.10220;0.00587
168.77632;48.95160;0.10420;0.00446
168.77632;49.11310;0.10810;0.00107
168.77632;49.28950;0.10470;0.00504
168.77632;49.43660;0.10720;0.00351
168.80566;48.09250;0.10290;0.00132
168.80566;48.08930;0.09480;0.00940
168.80566;48.12940;0.09860;0.00588
168.80566;48.33800;0.10140;0.00454
168.80566;48.48790;0.10640;0.00059
168.83500;47.36120;0.09870;0.00280
168.83500;47.45070;0.09830;0.00337
168.83500;47.61730;0.09730;0.00470
168.83500;47.84850;0.10230;0.00029
168.86434;46.77480;0.09360;0.00706
168.86434;46.85110;0.09730;0.00342
168.86434;47.02110;0.09450;0.00636
168.86434;47.14840;0.09450;0.00656
168.86434;47.28930;0.10300;-0.00164
168.89369;46.20200;0.09970;0.00051
168.89369;46.33410;0.09010;0.01005
168.89369;46.51070;0.09650;0.00382
168.89369;46.59250;0.09250;0.00790
168.89369;46.68870;0.09410;0.00640
168.92303;45.46440;0.09180;0.00782
168.92303;45.77570;0.09540;0.00497
168.92303;45.86080;0.09250;0.00781
168.92303;45.92230;0.10390;-0.00363
168.92303;46.03900;0.09260;0.00758
168.95237;44.71450;0.08700;0.00762
168.95237;44.86960;0.09180;0.00298
168.95237;44.97580;0.09180;0.00384
168.95237;45.13670;0.09090;0.00604
168.95237;45.27760;0.09110;0.00698
168.98171;43.63690;0.08960;0.00637
168.98171;43.81690;0.08680;0.00909
168.98171;43.99360;0.09700;-0.00120
168.98171;44.29490;0.09230;0.00305
168.98171;44.49310;0.08580;0.00919
169.01105;42.60880;0.08940;0.00249
169.01105;42.79550;0.08880;0.00420
169.01105;43.09480;0.09590;-0.00111
169.01105;43.41800;0.08900;0.00705
169.04039;41.57150;0.08490;0.00653
169.04039;41.87550;0.08600;0.00554
169.04039;42.12230;0.08720;0.00437
169.04039;42.30660;0.08400;0.00759
169.04039;42.49630;0.08640;0.00521
169.06973;40.81420;0.08270;0.00721
169.06973;40.82770;0.08200;0.00798
169.06973;41.00430;0.08900;0.00187
169.06973;41.21570;0.08670;0.00446
169.06973;41.38580;0.08420;0.00704
169.09908;39.77790;0.08720;0.00039
169.09908;39.97550;0.08420;0.00322
169.09908;40.24860;0.08590;0.00128
169.09908;40.48630;0.08320;0.00495
169.09908;40.68000;0.09110;-0.00196
169.12842;38.87500;0.07780;0.00517
169.12842;39.25750;0.08440;0.00138
169.12842;39.58120;0.08540;0.00229
169.12842;39.73010;0.08360;0.00396
169.12842;39.69510;0.08260;0.00499
169.15776;38.30900;0.07830;0.00298
169.15776;38.56780;0.07770;0.00404
169.15776;38.69370;0.08200;-0.00003
169.15776;38.74520;0.08390;-0.00184
169.15776;38.68320;0.07920;0.00275
169.18710;37.80760;0.07870;0.00210
169.18710;37.86650;0.08130;-0.00054
169.18710;37.99750;0.08200;-0.00131
169.18710;38.07180;0.07980;0.00102
169.21644;36.80660;0.07930;0.00045
169.21644;36.95230;0.08020;0.00003
169.21644;37.00920;0.07800;0.00241
169.21644;37.21020;0.08110;-0.00004
169.21644;37.54520;0.07990;0.00102
169.24578;35.76510;0.07910;-0.00046
169.24578;35.97210;0.07790;0.00071
169.24578;36.07420;0.08110;-0.00251
169.24578;36.23530;0.07780;0.00077
169.24578;36.55290;0.07660;0.00226
169.27513;34.74310;0.07620;0.00141
169.27513;35.03740;0.07770;0.00000
169.27513;35.23840;0.08050;-0.00251
169.27513;35.38100;0.07650;0.00169
169.27513;35.64300;0.07680;0.00176
169.30447;33.93690;0.07400;0.00370
169.30447;34.17230;0.07250;0.00545
169.30447;34.34000;0.08030;-0.00245
169.30447;34.45320;0.07800;-0.00022
169.33381;32.98600;0.07560;0.00056
169.33381;33.23960;0.07370;0.00291
169.33381;33.28030;0.07830;-0.00161
169.33381;33.57930;0.07430;0.00285
169.33381;33.76710;0.08730;-0.00987
169.36315;32.03540;0.07300;0.00135
169.36315;32.15690;0.07300;0.00158
169.36315;32.33890;0.07460;0.00032
169.36315;32.54640;0.07330;0.00202
169.36315;32.91670;0.07660;-0.00061
169.39249;30.94440;0.07190;0.00054
169.39249;31.09100;0.07250;0.00017
169.39249;31.28260;0.07180;0.00118
169.39249;31.54430;0.07670;-0.00330
169.39249;31.79030;0.07400;-0.00019
169.42183;30.07700;0.06880;0.00259
169.42183;30.47100;0.07120;0.00063
169.42183;30.65600;0.06780;0.00424
169.42183;30.87770;0.06990;0.00239
169.45117;29.07350;0.06460;0.00556
169.45117;29.21230;0.07210;-0.00174
169.45117;29.34080;0.06490;0.00564
169.45117;29.54910;0.06940;0.00137
169.45117;29.73840;0.07020;0.00076
169.48052;27.98230;0.06480;0.00261
169.48052;28.06800;0.06340;0.00430
169.48052;28.11380;0.06570;0.00216
169.48052;28.42750;0.06620;0.00272
169.48052;28.78300;0.08950;-0.01981
169.50986;27.09170;0.06530;0.00159
169.50986;27.08020;0.06390;0.00300
169.50986;27.25380;0.06530;0.00152
169.50986;27.47140;0.06470;0.00201
169.50986;27.79690;0.06800;-0.00129
169.53920;26.30450;0.06780;-0.00189
169.53920;26.55600;0.06490;0.00141
169.53920;26.78840;0.07000;-0.00333
169.53920;26.97270;0.06490;0.00200
169.56854;25.40760;0.06320;0.00138
169.56854;25.66770;0.06490;0.00005
169.56854;25.93750;0.06460;0.00072
169.56854;26.07700;0.06310;0.00241
169.56854;26.19210;0.06260;0.00309
169.59788;24.36990;0.06360;-0.00115
169.59788;24.64540;0.06360;-0.00074
169.59788;24.90620;0.05820;0.00527
169.59788;25.05600;0.06820;-0.00438
169.59788;25.24700;0.06480;-0.00053
169.62722;23.38970;0.06010;0.00242
169.62722;23.49450;0.06220;0.00031
169.62722;23.86090;0.05990;0.00257
169.62722;24.09430;0.06050;0.00193
169.65656;21.92250;0.05900;-0.00037
169.65656;22.32040;0.05840;0.00197
169.65656;22.62370;0.05820;0.00352
169.65656;22.94430;0.06080;0.00161
169.65656;23.13870;0.06100;0.00141
169.68591;20.72480;0.05780;0.00117
169.68591;21.00280;0.05470;0.00366
169.68591;21.36140;0.05840;-0.00007
169.68591;21.54780;0.05760;0.00080
169.68591;21.69540;0.05720;0.00126
169.71525;19.66490;0.05780;0.00067
169.71525;19.88730;0.05990;-0.00077
169.71525;20.05470;0.06210;-0.00247
169.71525;20.44140;0.05940;0.00015
169.74459;18.35730;0.05600;-0.00056
169.74459;18.68820;0.05670;-0.00060
169.74459;18.83500;0.05500;0.00141
169.74459;19.13200;0.05490;0.00213
169.74459;19.48690;0.05250;0.00540
169.77393;16.86910;0.05380;-0.00072
169.77393;17.18010;0.05050;0.00299
169.77393;17.49800;0.04740;0.00651
169.77393;17.77750;0.05410;0.00028
169.77393;18.11880;0.05660;-0.00162
169.80327;15.64080;0.05070;0.00076
169.80327;15.85780;0.05030;0.00135
169.80327;16.07460;0.05270;-0.00075
169.80327;16.42560;0.05090;0.00153
169.80327;16.72870;0.05290;-0.00005
169.83261;15.18210;0.05330;-0.00201
